gene	UMI
RPUSD2	382
RPUSD3	1861
RPUSD4	384
RQCD1	36
RRAD	42
RRAGA	3025
RRAGB	189
RRAGC	411
RRAGD	130
RRAS	3067
RRAS2	1233
RRBP1	2710
RREB1	169
RRH	5
RRM1	3388
RRM2	5746
RRM2B	504
RRN3	871
RRN3P1	32
RRN3P3	208
RRNAD1	460
RRP1	1914
RRP12	1306
RRP15	1791
RRP1B	1858
RRP36	1931
RRP7A	9786
RRP7B	136
RRP8	920
RRP9	2857
RRS1	2525
RSAD1	1133
RSAD2	60
RSBN1	479
RSBN1L	1788
RSC1A1	2
RSF1	1789
RSG1	41
RSL1D1	12395
RSL24D1	8298
RSPH1	43
RSPH10B	1
RSPH3	130
RSPH4A	5
RSPH9	32
RSPO1	2
RSPO3	5543
RSPRY1	938
RSRC1	1714
RSRC2	3204
RSU1	1109
RTBDN	1
RTCD1	938
RTDR1	29
RTEL1	129
RTF1	4285
RTKN	461
RTKN2	184
RTN2	151
RTN3	3672
RTN4	15413
RTN4IP1	610
RTN4R	116
RTN4RL1	16
RTN4RL2	2
RTP4	7
RTTN	212
RUFY1	1024
RUFY2	462
RUFY3	200
RUNDC1	756
RUNDC2A	100
RUNDC2B	1
RUNDC2C	10
RUNDC3A	12
RUNDC3B	4
RUNX1	209
RUNX2	10
RUNX3	121
RUSC1	1376
RUSC1-AS1	19
RUSC2	198
RUVBL1	4973
RUVBL2	11893
RWDD1	4028
RWDD2A	64
RWDD2B	375
RWDD3	456
RWDD4	1311
RXRA	596
RXRB	371
RYBP	695
RYK	526
RYR1	65
RYR2	4
RYR3	1
S100A1	14
S100A10	96348
S100A11	66343
S100A13	8662
S100A14	22
S100A16	18768
S100A2	579
S100A3	3334
S100A4	89817
S100A5	156
S100A6	206271
S100A7	2
S100P	845
S100PBP	400
S1PR1	1
S1PR2	20
S1PR3	399
S1PR4	1
S1PR5	59
SAA1	21
SAA2	1
SAAL1	1837
SAC3D1	5240
SACM1L	407
SACS	765
SACS-AS1	1
SAE1	6158
SAFB	1422
SAFB2	1348
SALL1	3
SALL2	14
SALL4	14
SAMD1	5
SAMD11	228
SAMD12	5
SAMD13	20
SAMD14	6
SAMD15	119
SAMD4A	133
SAMD4B	697
SAMD5	81
SAMD8	490
SAMD9	1606
SAMD9L	180
SAMHD1	136
SAMM50	2488
SAP130	202
SAP18	9824
SAP25	36
SAP30	640
SAP30BP	3186
SAP30L	444
SAR1A	4245
SAR1B	1573
SARDH	3
SARM1	56
SARNP	6985
SARS	2860
SARS2	1322
SART1	2061
SART3	1361
SASH1	126
SASS6	751
SAT1	13946
SAT2	3685
SATB1	6
SATB2	28
SAV1	454
SBDS	2162
SBDSP1	1468
SBF1	213
SBF2	293
SBK1	15
SBNO1	2819
SBNO2	223
SBSN	18
SC5DL	422
SCAF1	865
SCAF11	2373
SCAF4	279
SCAF8	336
SCAI	160
SCAMP1	722
SCAMP2	1031
SCAMP3	2788
SCAMP4	676
SCAMP5	216
SCAND1	10571
SCAND2	43
SCAND3	33
SCAP	481
SCAPER	416
SCARA3	752
SCARA5	32
SCARB1	1558
SCARB2	952
SCARF1	1
SCARF2	16
SCARNA12	3
SCARNA16	5
SCARNA17	6
SCARNA22	1
SCARNA27	1
SCARNA5	6
SCARNA7	1
SCARNA8	1
SCARNA9	2
SCARNA9L	11
SCCPDH	2100
SCD	8157
SCD5	122
SCEL	21
SCFD1	1045
SCFD2	205
SCG2	6
SCG3	2
SCG5	56
SCGB2A1	1
SCGN	10
SCHIP1	1
SCIN	5
SCLT1	245
SCLY	7
SCMH1	115
SCML1	374
SCML2	242
SCN11A	1
SCN1B	341
SCN2A	1
SCN3A	1
SCN3B	6
SCN5A	15
SCN8A	40
SCN9A	311
SCNM1	32
SCNN1A	36
SCNN1B	8
SCNN1D	9
SCO1	2545
SCO2	3122
SCOC	1808
SCP2	1424
SCPEP1	480
SCRG1	1
SCRIB	869
SCRN1	890
SCRN2	2010
SCRN3	336
SCT	3
SCUBE2	12
SCUBE3	1
SCYL1	1378
SCYL2	407
SCYL3	66
SDAD1	896
SDC1	3133
SDC2	9
SDC3	22
SDC4	1075
SDCBP	2400
SDCCAG3	1481
SDCCAG8	2262
SDF2	2192
SDF2L1	6538
SDF4	2363
SDHA	2248
SDHAF1	2057
SDHAF2	2607
SDHAP1	37
SDHAP2	133
SDHAP3	47
SDHB	4216
SDHC	5649
SDHD	1202
SDIM1	286
SDK1	7
SDK2	24
SDPR	773
SDR16C5	17
SDR39U1	1286
SDR42E1	76
SDS	1
SDSL	1732
SEC1	1
SEC11A	13173
SEC11C	2907
SEC13	4968
SEC14L1	506
SEC14L2	231
SEC14L4	75
SEC16A	1166
SEC22A	501
SEC22B	332
SEC22C	882
SEC23A	1185
SEC23B	1172
SEC23IP	1353
SEC24A	292
SEC24B	469
SEC24C	645
SEC24D	143
SEC31A	903
SEC31B	34
SEC61A1	2121
SEC61A2	204
SEC61B	14083
SEC61G	11450
SEC62	6531
SEC63	1255
SECISBP2	752
SECISBP2L	368
SECTM1	14
SEH1L	650
SEL1L	766
SEL1L3	243
SELENBP1	220
SELK	1507
SELM	2900
SELO	320
SELPLG	19
SELRC1	700
SELS	4958
SELT	2232
SELV	1
SEMA3A	313
SEMA3B	77
SEMA3C	1892
SEMA3D	11
SEMA3E	127
SEMA3F	32
SEMA3G	2
SEMA4A	1
SEMA4B	590
SEMA4C	145
SEMA4D	141
SEMA4F	216
SEMA4G	160
SEMA6B	115
SEMA6C	9
SEMA7A	3
SENP1	427
SENP2	378
SENP3	18
SENP5	364
SENP6	866
SENP7	129
SENP8	81
15-Sep	3524
SEPHS1	1570
SEPHS2	2906
SEPN1	450
SEPP1	7
SEPSECS	84
1-Sep	504
10-Sep	934
11-Sep	2075
2-Sep	4986
3-Sep	20
4-Sep	29
6-Sep	362
7-Sep	9857
SEPT7L	1
SEPT7P2	383
8-Sep	315
9-Sep	4384
SEPW1	3768
SEPX1	2800
SERAC1	54
SERBP1	12164
SERF1A	4
SERF1B	6
SERF2	25281
SERGEF	680
SERHL	3
SERINC1	719
SERINC2	318
SERINC3	1120
SERINC5	91
SERP1	8276
SERPINA1	2
SERPINA3	24
SERPINA4	1
SERPINA6	47
SERPINB1	2302
SERPINB3	1
SERPINB4	1
SERPINB5	1
SERPINB6	3787
SERPINB7	8
SERPINB8	138
SERPINB9	218
SERPINC1	1
SERPINE1	2627
SERPINE2	1623
SERPINF1	58
SERPINF2	204
SERPING1	4
SERPINH1	1255
SERPINI1	42
SERTAD1	3851
SERTAD2	540
SERTAD3	1093
SERTAD4	41
SESN1	104
SESN2	255
SESN3	18
SESTD1	286
SET	20479
SETBP1	68
SETD1A	395
SETD1B	177
SETD2	861
SETD3	991
SETD4	208
SETD5	1038
SETD6	276
SETD7	886
SETD8	892
SETDB1	342
SETDB2	64
SETMAR	226
SETP20	1
SETX	1134
SEZ6	10
SEZ6L2	147
SF1	2943
SF3A1	1224
SF3A2	612
SF3A3	2199
SF3B1	4848
SF3B14	12377
SF3B2	8246
SF3B3	2595
SF3B4	2727
SF3B5	12404
SFI1	129
SFMBT1	309
SFMBT2	120
SFN	8634
SFPQ	6095
SFR1	478
SFRP1	1402
SFRP4	46
SFRP5	8
SFSWAP	1119
SFT2D1	1767
SFT2D2	144
SFT2D3	209
SFTA2	1
SFTPC	5
SFTPD	8
SFXN1	1544
SFXN2	108
SFXN3	334
SFXN4	2031
SFXN5	279
SGCA	32
SGCB	739
SGCD	317
SGCE	730
SGK1	147
SGK196	8
SGK2	266
SGK223	355
SGK3	2
SGK494	59
SGMS1	423
SGMS2	275
SGOL1	1517
SGOL2	1709
SGPL1	651
SGPP1	339
SGPP2	2
SGSH	114
SGSM1	23
SGSM2	349
SGSM3	310
SGTA	2469
SGTB	349
SH2B1	366
SH2B2	132
SH2B3	63
SH2D2A	94
SH2D3A	262
SH2D3C	1
SH2D4A	2751
SH2D4B	1
SH2D5	294
SH2D6	11
SH3BGR	49
SH3BGRL	1313
SH3BGRL2	23
SH3BGRL3	7468
SH3BP1	75
SH3BP2	72
SH3BP4	487
SH3BP5	277
SH3BP5L	164
SH3D19	479
SH3D21	4
SH3GL1	1089
SH3GL1P1	26
SH3GL1P2	11
SH3GL2	1
SH3GL3	5
SH3GLB1	1421
SH3GLB2	1184
SH3KBP1	2696
SH3PXD2A	85
SH3PXD2B	229
SH3RF1	591
SH3RF2	52
SH3RF3	6
SH3TC1	70
SH3TC2	4
SH3YL1	132
SHANK2	148
SHANK3	5
SHARPIN	2723
SHB	837
SHBG	18
SHC1	2930
SHC3	9
SHC4	5
SHCBP1	1153
SHD	4
SHF	22
SHFM1	18560
SHH	4
SHISA4	572
SHISA5	3344
SHISA8	11
SHKBP1	4327
SHMT1	1652
SHMT2	2833
SHOC2	767
SHOX2	78
SHPK	262
SHPRH	278
SHQ1	433
SHROOM1	157
SHROOM2	6
SHROOM3	125
SIAE	112
SIAH1	314
SIAH2	537
SIDT1	20
SIDT2	63
SIGIRR	4680
SIGLEC15	1
SIGMAR1	3206
SIK1	767
SIK2	116
SIK3	154
SIKE1	534
SIL1	1236
SIM2	108
SIN3A	889
SIN3B	251
SIPA1	603
SIPA1L1	150
SIPA1L2	150
SIPA1L3	345
SIRPA	499
SIRT1	637
SIRT2	744
SIRT3	538
SIRT4	20
SIRT5	280
SIRT6	1036
SIRT7	1409
SIVA1	14411
SIX1	449
SIX2	2
SIX3	8
SIX4	45
SIX5	318
SKA1	573
SKA2	4410
SKA3	627
SKAP1	8
SKAP2	867
SKI	200
SKIL	751
SKIV2L	332
SKIV2L2	1269
SKP1	20138
SKP2	349
SLA	2
SLA2	1
SLAIN1	22
SLAIN2	498
SLAMF7	9
SLAMF9	2
SLBP	2266
SLC10A1	1
SLC10A3	592
SLC10A4	152
SLC10A5	12
SLC10A6	1
SLC10A7	34
SLC11A1	49
SLC11A2	511
SLC12A2	2203
SLC12A4	252
SLC12A5	36
SLC12A6	70
SLC12A7	404
SLC12A8	6
SLC12A9	392
SLC13A2	1
SLC13A3	3
SLC14A1	4
SLC14A2	2
SLC15A2	8
SLC15A3	2
SLC15A4	374
SLC16A1	680
SLC16A10	10
SLC16A13	49
SLC16A14	21
SLC16A2	152
SLC16A3	1339
SLC16A4	324
SLC16A5	385
SLC16A6	6
SLC16A7	15
SLC16A9	18
SLC17A1	1
SLC17A3	25
SLC17A4	1
SLC17A5	105
SLC17A8	5
SLC19A1	283
SLC19A2	51
SLC19A3	42
SLC1A1	22
SLC1A2	1
SLC1A3	24
SLC1A4	378
SLC1A5	5413
SLC1A7	2
SLC20A1	1379
SLC20A2	153
SLC22A1	39
SLC22A11	1
SLC22A15	18
SLC22A17	118
SLC22A18	1095
SLC22A18AS	905
SLC22A20	5
SLC22A23	76
SLC22A3	507
SLC22A31	18
SLC22A4	69
SLC22A5	290
SLC23A1	61
SLC23A2	274
SLC23A3	3
SLC24A1	48
SLC24A3	1
SLC24A6	136
SLC25A1	3678
SLC25A10	1954
SLC25A11	5349
SLC25A12	335
SLC25A13	1424
SLC25A14	578
SLC25A15	450
SLC25A16	218
SLC25A17	779
SLC25A18	2
SLC25A19	982
SLC25A20	148
SLC25A21	28
SLC25A22	484
SLC25A23	330
SLC25A24	789
SLC25A25	310
SLC25A26	1017
SLC25A27	5
SLC25A28	386
SLC25A29	150
SLC25A3	28331
SLC25A30	91
SLC25A31	2
SLC25A32	473
SLC25A33	491
SLC25A34	4
SLC25A35	110
SLC25A36	823
SLC25A37	1156
SLC25A38	1067
SLC25A39	8566
SLC25A4	1536
SLC25A40	183
SLC25A41	5
SLC25A42	12
SLC25A43	557
SLC25A44	358
SLC25A45	69
SLC25A46	405
SLC25A5	25568
SLC25A6	39806
SLC26A1	12
SLC26A10	2
SLC26A11	152
SLC26A2	972
SLC26A4	1
SLC26A6	296
SLC26A7	3
SLC26A9	6
SLC27A1	56
SLC27A2	662
SLC27A3	19
SLC27A4	554
SLC27A5	2897
SLC28A1	1
SLC28A2	2
SLC29A1	1084
SLC29A2	241
SLC29A3	223
SLC29A4	177
SLC2A1	1105
SLC2A11	142
SLC2A12	12
SLC2A13	68
SLC2A3	138
SLC2A4RG	2734
SLC2A5	2
SLC2A6	718
SLC2A8	785
SLC30A1	322
SLC30A3	60
SLC30A4	9
SLC30A5	749
SLC30A6	517
SLC30A7	322
SLC30A9	569
SLC31A1	1015
SLC31A2	93
SLC33A1	255
SLC34A3	3
SLC35A1	344
SLC35A2	859
SLC35A3	119
SLC35A4	1655
SLC35A5	215
SLC35B1	3613
SLC35B2	992
SLC35B3	313
SLC35B4	1732
SLC35C1	548
SLC35C2	1762
SLC35D1	94
SLC35D2	336
SLC35E1	374
SLC35E2	76
SLC35E2B	23
SLC35E3	302
SLC35E4	130
SLC35F2	372
SLC35F3	547
SLC35F5	251
SLC35G1	89
SLC35G5	2
SLC36A1	67
SLC36A4	516
SLC37A1	74
SLC37A2	9
SLC37A3	308
SLC37A4	451
SLC38A1	2647
SLC38A10	1253
SLC38A2	2854
SLC38A5	3
SLC38A6	443
SLC38A7	133
SLC38A9	221
SLC39A1	2642
SLC39A10	989
SLC39A11	338
SLC39A13	333
SLC39A14	1212
SLC39A2	1
SLC39A3	2096
SLC39A4	3196
SLC39A5	1
SLC39A6	1553
SLC39A7	948
SLC39A8	515
SLC39A9	914
SLC3A1	287
SLC3A2	18883
SLC40A1	162
SLC41A1	256
SLC41A2	137
SLC41A3	356
SLC43A1	43
SLC43A2	171
SLC43A3	1
SLC44A1	732
SLC44A2	73
SLC44A3	90
SLC44A4	2
SLC44A5	2
SLC45A1	71
SLC45A3	33
SLC45A4	87
SLC46A1	380
SLC46A3	82
SLC47A1	302
SLC48A1	943
SLC4A1	1
SLC4A11	97
SLC4A1AP	1260
SLC4A2	3202
SLC4A3	33
SLC4A4	57
SLC4A5	7
SLC4A7	1226
SLC4A8	48
SLC50A1	865
SLC5A1	1
SLC5A10	4
SLC5A11	22
SLC5A2	6
SLC5A3	319
SLC5A5	1
SLC5A6	1246
SLC6A13	7
SLC6A14	1
SLC6A15	42
SLC6A16	15
SLC6A17	22
SLC6A20	2
SLC6A6	993
SLC6A8	139
SLC6A9	130
SLC7A1	764
SLC7A10	1
SLC7A11	4495
SLC7A14	1
SLC7A2	57
SLC7A5	9832
SLC7A5P1	2
SLC7A5P2	205
SLC7A6	345
SLC7A6OS	488
SLC7A7	246
SLC7A9	2
SLC8A1	23
SLC8A2	9
SLC9A1	134
SLC9A2	142
SLC9A3R1	1916
SLC9A3R2	1889
SLC9A5	16
SLC9A6	181
SLC9A7	30
SLC9A8	159
SLC9A9	5
SLC9B1	8
SLC9B2	37
SLCO1A2	2
SLCO1B1	8
SLCO1B3	974
SLCO1B7	19
SLCO1C1	1
SLCO2B1	15
SLCO3A1	452
SLCO4A1	168
SLCO4C1	1
SLCO5A1	16
SLED1	1
SLFN11	330
SLFN12	3
SLFN13	150
SLFN5	254
SLIRP	19947
SLIT1	2
SLIT3	136
SLITRK4	2
SLITRK5	32
SLITRK6	25
SLK	1240
SLMAP	403
SLMO1	102
SLMO2	1609
SLMO2-ATP5E	3
SLN	10
SLPI	327
SLTM	5433
SLU7	1654
SLX1A	3
SLX1B	2
SLX4	108
SMA5	107
SMAD1	319
SMAD2	1020
SMAD3	3021
SMAD4	495
SMAD5	869
SMAD5-AS1	16
SMAD6	222
SMAD7	115
SMAD9	2
SMAGP	811
SMAP1	1395
SMAP2	234
SMARCA1	1213
SMARCA2	479
SMARCA4	324
SMARCA5	2550
SMARCA5-AS1	3
SMARCAD1	723
SMARCAL1	284
SMARCB1	2983
SMARCC1	1777
SMARCC2	1179
SMARCD1	1496
SMARCD2	1010
SMARCD3	336
SMARCE1	4503
SMC1A	3975
SMC1B	3
SMC2	3557
SMC3	5161
SMC4	5565
SMC5	1279
SMC6	1937
SMCHD1	1177
SMCR5	133
SMCR7	153
SMCR7L	886
SMCR8	201
SMEK1	1108
SMEK2	1063
SMG1	1151
SMG5	454
SMG6	497
SMG7	647
SMG8	422
SMG9	649
SMN1	77
SMN2	52
SMNDC1	1251
SMO	267
SMOC1	65
SMOX	2525
SMPD1	201
SMPD2	422
SMPD4	29
SMPDL3A	30
SMPDL3B	67
SMPX	2
SMS	6361
SMTN	639
SMTNL2	4
SMU1	1146
SMUG1	842
SMURF1	379
SMURF2	353
SMYD2	920
SMYD3	670
SMYD4	275
SMYD5	797
SNAI1	55
SNAI2	1
SNAP23	409
SNAP25	119
SNAP29	1117
SNAP47	1158
SNAP91	3
SNAPC1	1481
SNAPC2	1533
SNAPC3	309
SNAPC4	263
SNAPC5	130
SNAPIN	2031
SNAR-C3	342
SNAR-C4	111
SNAR-E	2
SNAR-G1	11
SNAR-H	3
SNCA	11
SNCAIP	1
SNCB	32
SNCG	735
SND1	2207
SNF8	11435
SNHG1	1357
SNHG10	734
SNHG11	703
SNHG12	433
SNHG13	3692
SNHG3	2931
SNHG4	13
SNHG5	32616
SNHG6	8697
SNHG7	5244
SNHG8	3497
SNHG9	1011
SNIP1	192
SNN	115
SNORA10	28
SNORA11	2
SNORA12	28
SNORA18	1
SNORA19	2
SNORA20	2
SNORA23	1
SNORA24	2
SNORA26	1
SNORA2B	3
SNORA33	2
SNORA36A	5
SNORA36C	1
SNORA40	2
SNORA41	1
SNORA56	1
SNORA57	63
SNORA58	3
SNORA5A	1
SNORA6	3
SNORA62	1
SNORA64	1
SNORA76	3
SNORA78	8
SNORA7B	3
SNORA8	1
SNORA81	1
SNORA84	8
SNORD10	1
SNORD104	1
SNORD11	1
SNORD114-13	1
SNORD116-6	1
SNORD14A	1
SNORD17	2
SNORD23	4
SNORD35A	2
SNORD36A	2
SNORD3A	2
SNORD47	6
SNORD50A	1
SNORD57	1
SNORD63	5
SNORD8	1
SNORD80	1
SNORD91A	1
SNORD94	1
SNORD99	1
SNPH	180
SNRK	138
SNRNP200	2945
SNRNP25	8625
SNRNP27	1995
SNRNP35	1225
SNRNP40	847
SNRNP48	692
SNRNP70	12988
SNRPA	4589
SNRPA1	6518
SNRPB	40890
SNRPB2	13275
SNRPC	10086
SNRPD1	18062
SNRPD2	41451
SNRPD2P2	1
SNRPD3	6990
SNRPE	25748
SNRPF	15987
SNRPG	21824
SNTA1	220
SNTB1	22
SNTB2	685
SNUPN	1208
SNURF	24
SNW1	3386
SNX1	823
SNX10	306
SNX11	605
SNX12	50
SNX13	373
SNX14	639
SNX15	7
SNX16	88
SNX17	5455
SNX18	218
SNX19	211
SNX2	1513
SNX21	244
SNX22	50
SNX24	567
SNX25	101
SNX27	662
SNX29	51
SNX3	4074
SNX30	89
SNX33	109
SNX4	574
SNX5	4274
SNX6	3774
SNX7	570
SNX8	1682
SNX9	646
SOAT1	579
SOAT2	6
SOBP	44
SOCS1	156
SOCS2	257
SOCS3	951
SOCS4	564
SOCS5	507
SOCS6	678
SOCS7	332
SOD1	26087
SOD2	1735
SOLH	372
SON	5900
SORBS1	18
SORBS3	1680
SORCS2	9
SORD	1623
SORL1	122
SORT1	250
SOS1	546
SOS1-IT1	21
SOS2	248
SOST	1
SOX12	649
SOX13	130
SOX15	6
SOX17	49
SOX18	14
SOX2	129
SOX2-OT	1
SOX21	34
SOX30	4
SOX4	1460
SOX6	9
SOX7	17
SOX8	6
SOX9	325
SP1	361
SP100	1189
SP110	967
SP140	5
SP140L	210
SP2	176
SP3	588
SP4	55
SP6	36
SP9	2
SPA17	1093
SPAG1	441
SPAG16	836
SPAG17	1
SPAG4	103
SPAG5	1511
SPAG5-AS1	5
SPAG7	5529
SPAG8	11
SPAG9	2673
SPANXA2	7
SPANXA2-OT1	1
SPANXB1	1
SPANXB2	2
SPANXC	7
SPANXD	37
SPANXN5	1
SPARC	40
SPAST	654
SPATA1	1
SPATA12	33
SPATA13	159
SPATA17	33
SPATA18	45
SPATA2	247
SPATA20	1574
SPATA22	1
SPATA24	71
SPATA2L	313
SPATA4	8
SPATA5	228
SPATA5L1	251
SPATA6	101
SPATA7	221
SPATA9	3
SPATS2	2819
SPATS2L	5859
SPC24	86
SPC25	1521
SPCS1	8461
SPCS2	3383
SPCS3	1888
SPDEF	792
SPDYA	4
SPDYE1	2
SPDYE3	1
SPDYE5	4
SPDYE7P	9
SPDYE8P	1
SPECC1	1490
SPECC1L	607
SPEF1	69
SPEF2	93
SPEG	14
SPEN	1305
SPERT	1
SPG11	214
SPG20	743
SPG20OS	1
SPG21	4062
SPG7	1214
SPHAR	164
SPHK1	149
SPHK2	323
SPI1	6
SPIB	6
SPICE1	217
SPIN1	767
SPIN2B	252
SPIN3	110
SPIN4	268
SPINK1	2
SPINK13	1
SPINK4	5
SPINK6	12
SPINT1	3
SPINT2	13413
SPIRE1	298
SPIRE2	137
SPN	1
SPNS1	1569
SPNS2	39
SPNS3	7
SPOCD1	6
SPOCK1	127
SPOCK2	19
SPOCK3	3
SPON1	20
SPON2	2
SPOP	1380
SPOPL	292
SPP1	5333
SPPL2A	1422
SPPL2B	201
SPPL3	825
SPR	4324
SPRED1	381
SPRED2	309
SPRED3	1
SPRN	1
SPRY1	48
SPRY2	128
SPRY3	4
SPRY4	45
SPRYD3	524
SPRYD4	1007
SPRYD7	1373
SPSB1	537
SPSB2	1873
SPSB3	573
SPTAN1	2064
SPTB	19
SPTBN1	4981
SPTBN2	80
SPTBN4	66
SPTBN5	7
SPTLC1	941
SPTLC2	658
SPTLC3	3
SPTSSA	2452
SPTY2D1	651
SQLE	5559
SQRDL	2601
SQSTM1	26577
SRA1	4589
SRBD1	543
SRC	1267
SRCAP	296
SRCIN1	1
SRCRB4D	54
SRD5A1	393
SRD5A3	811
SREBF1	827
SREBF2	166
SREK1	1712
SREK1IP1	2114
SRF	223
SRFBP1	1331
SRGAP1	1650
SRGAP2	347
SRGAP2P2	13
SRGAP3	49
SRGN	2436
SRI	5287
SRM	8882
SRP14	22199
SRP19	3316
SRP54	1811
SRP68	1983
SRP72	4711
SRP9	6135
SRPK1	2108
SRPK2	2086
SRPR	596
SRPRB	1408
SRPX	90
SRPX2	43
SRR	282
SRRD	608
SRRM1	4618
SRRM2	9124
SRRM3	127
SRRM5	5
SRRT	1659
SRSF1	4804
SRSF10	3986
SRSF11	4528
SRSF12	52
SRSF2	11801
SRSF3	21213
SRSF4	1281
SRSF5	3338
SRSF6	1928
SRSF7	12854
SRSF8	732
SRSF9	7853
SRXN1	3901
SS18	1137
SS18L1	200
SS18L2	1282
SSB	9858
SSBP1	21624
SSBP2	97
SSBP3	84
SSBP4	819
SSC5D	5
SSFA2	733
SSH1	375
SSH2	189
SSH3	310
SSNA1	8654
SSPN	30
SSR1	1959
SSR2	8590
SSR3	6087
SSR4	16213
SSR4P1	30
SSRP1	8647
SSSCA1	4119
SSTR2	11
SSTR5	1
SSU72	7515
SSX1	1
SSX2IP	741
ST13	4451
ST13P4	19
ST20	1590
ST3GAL1	177
ST3GAL2	553
ST3GAL3	56
ST3GAL4	559
ST3GAL5	757
ST3GAL6	12
ST5	145
ST6GAL1	17
ST6GAL2	633
ST6GALNAC1	6
ST6GALNAC2	3
ST6GALNAC3	5
ST6GALNAC4	401
ST6GALNAC6	183
ST7	191
ST7-AS1	2
ST7-OT4	3
ST7L	95
ST8SIA1	3
ST8SIA4	100
STAB1	1
STAC	42
STAC2	1
STAC3	20
STAG1	325
STAG2	1272
STAG3	41
STAG3L1	91
STAG3L2	462
STAG3L3	392
STAG3L4	410
STAM	700
STAM2	466
STAMBP	1482
STAMBPL1	513
STAP2	3
STAR	1
STARD10	352
STARD13	46
STARD3	1194
STARD3NL	1333
STARD4	159
STARD5	66
STARD7	2409
STARD8	12
STARD9	17
STAT1	3116
STAT2	519
STAT3	1858
STAT4	75
STAT5A	45
STAT5B	294
STAT6	461
STAU1	2861
STAU2	651
STBD1	188
STC1	47
STC2	446
STEAP1	547
STEAP1B	4
STEAP2	217
STEAP3	701
STIL	431
STIM1	245
STIM2	303
STIP1	6532
STK10	297
STK11	501
STK11IP	286
STK16	1089
STK17A	1416
STK17B	165
STK19	277
STK24	1060
STK25	1349
STK3	595
STK31	10
STK32A	4
STK32B	364
STK32C	744
STK33	70
STK35	225
STK36	79
STK38	479
STK38L	277
STK39	428
STK4	782
STK40	204
STL	4
STMN1	12137
STMN3	308
STMN4	2
STOM	1644
STOML1	254
STOML2	12480
STON1	1
STON2	7
STOX1	60
STOX2	86
STRA13	18161
STRA6	454
STRADA	354
STRADB	569
STRAP	8732
STRBP	827
STRC	1
STRN	612
STRN3	1142
STRN4	706
STS	50
STT3A	452
STT3B	368
STUB1	6175
STX10	29
STX11	39
STX12	290
STX16	658
STX16-NPEPL1	1
STX17	758
STX18	630
STX19	6
STX1A	922
STX1B	41
STX2	877
STX3	292
STX4	2098
STX5	982
STX6	585
STX7	425
STX8	2748
STXBP1	280
STXBP2	671
STXBP3	443
STXBP4	242
STXBP5	157
STXBP6	207
STYK1	7
STYX	716
STYXL1	1060
SUB1	18984
SUCLA2	766
SUCLG1	6797
SUCLG2	1017
SUCNR1	9
SUDS3	1767
SUFU	139
SUGP1	538
SUGP2	743
SUGT1	3303
SUGT1P1	5
SUGT1P3	2
SULF2	103
SULT1A1	64
SULT1A2	5
SULT1B1	1
SULT1C2	1
SULT2B1	377
SUMF1	376
SUMF2	1156
SUMO1	6371
SUMO1P3	53
SUMO2	15161
SUMO3	3097
SUMO4	7
SUN1	600
SUN2	273
SUOX	151
SUPT16H	5958
SUPT3H	199
SUPT4H1	7609
SUPT5H	2598
SUPT6H	1387
SUPT7L	790
SUPV3L1	461
SURF1	2571
SURF2	4266
SURF4	4334
SURF6	1417
SUSD1	140
SUSD2	90
SUSD3	14
SUSD4	9
SUSD5	16
SUV39H1	592
SUV39H2	567
SUV420H1	624
SUV420H2	224
SUZ12	3252
SUZ12P	120
SV2A	17
SVEP1	1
SVIL	831
SVIP	1525
SVOP	1
SWAP70	920
SWI5	4381
SWT1	24
SYAP1	4359
SYBU	82
SYCE1L	492
SYCE2	38
SYCP2	91
SYCP2L	58
SYCP3	5
SYDE1	394
SYDE2	67
SYF2	1860
SYK	3
SYMPK	1055
SYN1	1
SYN2	3
SYNC	357
SYNCRIP	5926
SYNDIG1	24
SYNE1	749
SYNE2	1158
SYNGAP1	16
SYNGR1	1094
SYNGR2	6283
SYNGR3	131
SYNGR4	99
SYNJ1	67
SYNJ2	481
SYNJ2BP	1039
SYNJ2BP-COX16	1
SYNM	1402
SYNPO	389
SYNPO2	61
SYNRG	791
SYP	40
SYPL1	2667
SYPL2	1
SYS1	842
SYT1	704
SYT11	10
SYT12	39
SYT13	199
SYT14	1
SYT15	80
SYT16	1
SYT17	162
SYT3	9
SYT5	10
SYT6	32
SYT7	12
SYT8	2
SYT9	3
SYTL1	53
SYTL2	171
SYTL3	22
SYTL4	87
SYTL5	13
SYVN1	297
SZT2	85
TAB1	187
TAB2	299
TAB3	166
TAC3	21
TACC1	2091
TACC2	1632
TACC3	2453
TACO1	3173
TACR1	1
TACR2	6
TADA1	121
TADA2A	299
TADA2B	158
TADA3	2053
TAF1	446
TAF10	3582
TAF11	766
TAF12	1226
TAF13	42
TAF15	2831
TAF1A	158
TAF1B	1040
TAF1C	268
TAF1D	2160
TAF1L	2
TAF2	543
TAF3	788
TAF4	154
TAF4B	149
TAF5	109
TAF5L	291
TAF6	1846
TAF6L	210
TAF7	3024
TAF7L	7
TAF8	91
TAF9	6973
TAF9B	508
TAGLN	336
TAGLN2	23335
TAGLN3	3
TAL2	12
TALDO1	24265
TAMM41	179
TANC1	238
TANC2	266
TANK	724
TAOK1	1956
TAOK2	248
TAOK3	743
TAP1	976
TAP2	234
TAPBP	1101
TAPBPL	89
TAPT1	153
TARBP1	222
TARBP2	1676
TARDBP	2080
TARS	4255
