gene	UMI
C17orf69	71
C17orf70	483
C17orf72	24
C17orf75	1254
C17orf76	7
C17orf76-AS1	31081
C17orf79	5801
C17orf80	312
C17orf81	5620
C17orf82	19
C17orf85	1199
C17orf89	16603
C17orf90	4457
C17orf96	303
C17orf97	215
C17orf98	1
C17orf99	2
C18orf1	10
C18orf10	1676
C18orf18	19
C18orf19	691
C18orf21	503
C18orf25	233
C18orf32	73
C18orf45	119
C18orf54	124
C18orf55	1027
C18orf56	548
C18orf61	2
C18orf8	240
C19orf10	7815
C19orf12	984
C19orf18	19
C19orf2	4754
C19orf20	2278
C19orf21	4153
C19orf22	378
C19orf23	50
C19orf24	5111
C19orf25	792
C19orf26	1
C19orf28	1240
C19orf29	202
C19orf33	33086
C19orf39	302
C19orf40	868
C19orf42	3308
C19orf43	8665
C19orf44	57
C19orf45	7
C19orf46	18
C19orf47	316
C19orf48	9357
C19orf50	3284
C19orf51	140
C19orf52	616
C19orf53	15665
C19orf54	246
C19orf55	60
C19orf56	8336
C19orf57	2
C19orf6	1549
C19orf60	4828
C19orf63	3971
C19orf66	429
C19orf68	16
C19orf70	7500
C19orf73	199
C19orf76	152
C19orf77	1
C19orf79	2698
C19orf80	2
C19orf81	503
C1D	2272
C1GALT1	865
C1GALT1C1	731
C1QBP	30194
C1QL1	453
C1QL4	41
C1QTNF1	80
C1QTNF2	11
C1QTNF3	3
C1QTNF4	5
C1QTNF6	329
C1QTNF8	1
C1QTNF9B-AS1	51
C1R	391
C1RL	112
C1S	826
C1orf101	2
C1orf105	7
C1orf106	696
C1orf109	288
C1orf112	311
C1orf114	30
C1orf115	211
C1orf116	149
C1orf122	4441
C1orf123	1658
C1orf124	397
C1orf126	5
C1orf130	18
C1orf131	1587
C1orf133	160
C1orf135	336
C1orf144	2647
C1orf151	14918
C1orf159	347
C1orf162	15
C1orf168	1
C1orf170	2
C1orf172	1
C1orf173	1
C1orf174	616
C1orf180	1
C1orf182	170
C1orf183	59
C1orf189	1
C1orf198	463
C1orf201	118
C1orf204	15
C1orf21	373
C1orf212	1876
C1orf213	60
C1orf216	253
C1orf220	50
C1orf226	12
C1orf227	10
C1orf228	9
C1orf27	828
C1orf31	4124
C1orf35	3333
C1orf38	41
C1orf43	4743
C1orf50	464
C1orf51	10
C1orf52	641
C1orf53	492
C1orf54	8
C1orf55	251
C1orf56	818
C1orf61	149
C1orf63	196
C1orf64	1
C1orf70	3
C1orf74	75
C1orf85	470
C1orf86	2846
C1orf88	24
C1orf9	594
C1orf93	347
C1orf96	331
C1orf98	12
C2	2
C20orf103	1
C20orf106	10
C20orf107	45
C20orf108	524
C20orf11	948
C20orf111	1907
C20orf112	100
C20orf118	1
C20orf132	30
C20orf141	16
C20orf151	1
C20orf152	3
C20orf160	4
C20orf166-AS1	1
C20orf177	467
C20orf194	101
C20orf196	152
C20orf20	1460
C20orf201	141
C20orf202	1
C20orf24	33
C20orf26	1
C20orf27	10176
C20orf29	580
C20orf3	3760
C20orf30	4606
C20orf4	941
C20orf43	3904
C20orf46	55
C20orf54	12
C20orf7	1154
C20orf72	1362
C20orf94	313
C20orf96	538
C21orf119	536
C21orf15	6
C21orf2	412
C21orf30	13
C21orf33	1555
C21orf56	3
C21orf58	533
C21orf59	2158
C21orf62	1
C21orf63	1172
C21orf67	89
C21orf7	27
C21orf71	3
C21orf81	18
C21orf90	23
C21orf91	80
C21orf91-OT1	1
C22orf13	594
C22orf15	1
C22orf23	17
C22orf24	1
C22orf25	299
C22orf26	4
C22orf28	3401
C22orf29	242
C22orf32	2065
C22orf36	164
C22orf37	1
C22orf39	999
C22orf40	486
C22orf41	5
C22orf43	4
C22orf45	1
C22orf46	77
C2CD2	206
C2CD2L	40
C2CD3	63
C2CD4A	22
C2CD4B	4
C2CD4C	10
C2orf15	44
C2orf18	1313
C2orf27A	9
C2orf28	7580
C2orf29	770
C2orf3	911
C2orf42	122
C2orf43	399
C2orf44	368
C2orf47	1188
C2orf48	20
C2orf49	429
C2orf50	1
C2orf51	1
C2orf55	12
C2orf56	574
C2orf61	5
C2orf62	5
C2orf63	130
C2orf67	15
C2orf68	375
C2orf69	581
C2orf70	18
C2orf72	107
C2orf73	2
C2orf74	964
C2orf76	73
C2orf77	11
C2orf78	1
C2orf81	67
C2orf82	660
C2orf84	1
C2orf88	14
C2orf89	39
C3	78
C3P1	1
C3orf14	1465
C3orf15	5
C3orf17	806
C3orf18	58
C3orf19	901
C3orf21	333
C3orf23	311
C3orf25	12
C3orf26	4141
C3orf32	7
C3orf33	373
C3orf35	14
C3orf37	917
C3orf38	478
C3orf39	268
C3orf45	3
C3orf52	94
C3orf54	69
C3orf55	53
C3orf58	203
C3orf62	63
C3orf64	88
C3orf67	68
C3orf71	24
C3orf72	5
C3orf74	1
C3orf75	1089
C3orf78	1035
C3orf80	10
C4BPA	2
C4BPB	44
C4orf10	95
C4orf14	573
C4orf21	162
C4orf22	1
C4orf26	3
C4orf27	2120
C4orf29	59
C4orf3	3316
C4orf32	201
C4orf33	139
C4orf34	689
C4orf36	1
C4orf37	1
C4orf38	13
C4orf39	17
C4orf41	211
C4orf42	112
C4orf43	1488
C4orf44	4
C4orf46	306
C4orf47	5
C4orf48	6153
C4orf49	31
C4orf51	1
C4orf52	1459
C4orf6	5
C5	897
C5AR1	34
C5orf13	157
C5orf15	1026
C5orf17	2
C5orf22	194
C5orf24	1390
C5orf25	161
C5orf27	1
C5orf28	418
C5orf30	524
C5orf32	5532
C5orf34	186
C5orf35	250
C5orf38	70
C5orf39	260
C5orf41	96
C5orf42	253
C5orf43	1723
C5orf44	486
C5orf45	252
C5orf47	1
C5orf48	2
C5orf49	22
C5orf51	316
C5orf54	65
C5orf55	311
C5orf56	157
C5orf62	131
C5orf63	214
C6orf1	1139
C6orf10	1
C6orf105	3
C6orf106	594
C6orf108	6718
C6orf112	7
C6orf115	1584
C6orf118	5
C6orf120	326
C6orf124	1
C6orf125	6449
C6orf126	27
C6orf127	1
C6orf130	919
C6orf132	16
C6orf136	432
C6orf141	169
C6orf145	120
C6orf147	60
C6orf15	2
C6orf154	68
C6orf162	241
C6orf163	5
C6orf164	7
C6orf165	15
C6orf168	87
C6orf170	71
C6orf174	153
C6orf183	1
C6orf192	151
C6orf203	418
C6orf204	127
C6orf208	5
C6orf211	549
C6orf223	5
C6orf225	719
C6orf226	700
C6orf228	1276
C6orf35	771
C6orf47	289
C6orf48	2330
C6orf52	351
C6orf57	129
C6orf58	8
C6orf62	1173
C6orf64	425
C6orf70	149
C6orf72	206
C6orf81	8
C6orf89	610
C6orf97	8
C6orf99	148
C7orf10	16
C7orf11	2149
C7orf13	349
C7orf23	369
C7orf25	255
C7orf26	499
C7orf28B	150
C7orf30	4420
C7orf31	51
C7orf36	607
C7orf40	1669
C7orf41	83
C7orf42	1653
C7orf43	60
C7orf44	3210
C7orf46	13
C7orf47	1727
C7orf49	2164
C7orf50	7421
C7orf52	1
C7orf53	17
C7orf54	167
C7orf55	2300
C7orf57	1
C7orf59	12340
C7orf60	123
C7orf61	26
C7orf63	22
C7orf64	194
C7orf65	4
C7orf68	2854
C7orf70	196
C7orf73	2478
C7orf74	246
C8G	40
C8ORFK29	6
C8orf31	1
C8orf33	3186
C8orf34	2
C8orf37	172
C8orf38	908
C8orf4	1626
C8orf40	912
C8orf42	173
C8orf44	53
C8orf45	10
C8orf46	22
C8orf47	203
C8orf48	15
C8orf51	17
C8orf55	894
C8orf56	1
C8orf58	464
C8orf59	3311
C8orf73	196
C8orf76	776
C8orf77	2
C8orf82	1470
C8orf83	193
C8orf84	2
C8orf85	9
C9	1
C9orf100	366
C9orf102	157
C9orf103	361
C9orf114	1118
C9orf116	809
C9orf117	1
C9orf123	7456
C9orf125	298
C9orf133	1
C9orf135	4
C9orf139	1
C9orf140	695
C9orf142	5197
C9orf147	13
C9orf150	204
C9orf152	13
C9orf156	276
C9orf16	3045
C9orf163	12
C9orf167	389
C9orf169	107
C9orf21	648
C9orf23	2277
C9orf24	12
C9orf25	185
C9orf3	3825
C9orf30	1107
C9orf30-TMEFF1	2
C9orf37	497
C9orf38	14
C9orf4	2
C9orf40	299
C9orf41	283
C9orf43	21
C9orf46	1084
C9orf47	26
C9orf5	1567
C9orf50	3
C9orf64	309
C9orf66	5
C9orf68	26
C9orf69	679
C9orf7	128
C9orf72	93
C9orf78	3028
C9orf80	539
C9orf82	581
C9orf85	491
C9orf86	3622
C9orf89	3713
C9orf9	163
C9orf91	227
C9orf93	135
C9orf95	163
C9orf96	5
CA11	163
CA12	8981
CA13	2
CA2	21
CA4	1
CA5B	46
CA5BP1	4
CA7	1
CA8	576
CA9	20
CAB39	617
CAB39L	77
CABIN1	446
CABLES1	181
CABLES2	113
CABP1	3
CABP5	2
CABP7	7
CABYR	324
CACHD1	40
CACNA1A	4
CACNA1B	2
CACNA1D	7
CACNA1G	40
CACNA1H	94
CACNA2D1	446
CACNA2D2	4
CACNA2D3	1
CACNB1	60
CACNB2	1
CACNB3	270
CACNB4	6
CACNG2	1
CACNG4	70
CACNG6	117
CACNG7	22
CACNG8	521
CACYBP	14729
CAD	1168
CADM1	395
CADM2	1
CADM3	1
CADM4	50
CADPS2	5
CAGE1	3
CAHM	38
CALB2	334
CALCB	2
CALCOCO1	42
CALCOCO2	2041
CALCR	1
CALCRL	3
CALD1	8296
CALHM2	21
CALHM3	7
CALM1	22915
CALM2	60593
CALM3	11503
CALML4	239
CALML6	1
CALR	8118
CALR3	1
CALU	2669
CALY	27
CAMK1	501
CAMK1D	108
CAMK1G	2
CAMK2A	2
CAMK2B	4
CAMK2D	695
CAMK2G	725
CAMK2N1	1799
CAMK2N2	13
CAMKK1	278
CAMKK2	437
CAMKMT	210
CAMKV	11
CAMLG	1699
CAMP	3
CAMSAP1	526
CAMSAP2	866
CAMSAP3	33
CAMTA1	2980
CAMTA2	228
CAND1	2467
CAND2	9
CANT1	1353
CANX	8852
CAP1	4527
CAP2	371
CAPG	2040
CAPN1	1673
CAPN10	324
CAPN12	193
CAPN14	1
CAPN2	6345
CAPN3	2
CAPN5	94
CAPN7	630
CAPN8	1
CAPNS1	12360
CAPRIN1	3374
CAPRIN2	344
CAPS	78
CAPS2	15
CAPZA1	1860
CAPZA2	3410
CAPZB	5235
CARD10	331
CARD11	4
CARD14	2
CARD18	1
CARD6	55
CARD8	604
CARD9	17
CARHSP1	5718
CARKD	267
CARM1	428
CARNS1	2
CARS	1752
CARS2	1078
CASC1	7
CASC2	21
CASC3	721
CASC4	740
CASC5	537
CASD1	257
CASK	421
CASKIN1	6
CASKIN2	203
CASP1	1
CASP10	110
CASP2	321
CASP3	521
CASP4	78
CASP6	374
CASP7	527
CASP8	345
CASP8AP2	822
CASP9	158
CASS4	1
CAST	7431
CASZ1	11
CAT	696
CATSPER1	154
CATSPER2	25
CATSPER2P1	53
CATSPER3	16
CATSPERG	5
CAV1	18942
CAV2	4440
CBFA2T2	148
CBFA2T3	2
CBFB	634
CBL	174
CBLB	65
CBLL1	466
CBLN1	1
CBLN2	16
CBLN3	16
CBR1	8879
CBR3	1808
CBR4	327
CBS	605
CBWD1	392
CBWD2	172
CBWD3	9
CBWD5	40
CBWD6	85
CBX1	3357
CBX2	179
CBX3	8657
CBX3P2	11
CBX4	340
CBX5	4155
CBX6	497
CBX7	20
CBX8	425
CBY1	655
CC2D1A	315
CC2D1B	127
CC2D2A	376
CC2D2B	1
CCAR1	3071
CCBE1	113
CCBL1	179
CCBL2	313
CCDC101	576
CCDC102A	265
CCDC102B	1
CCDC103	205
CCDC104	1845
CCDC106	1268
CCDC107	2331
CCDC108	23
CCDC109B	1152
CCDC11	9
CCDC111	233
CCDC112	601
CCDC113	198
CCDC114	1
CCDC115	768
CCDC116	1
CCDC117	288
CCDC12	2339
CCDC120	30
CCDC121	101
CCDC122	125
CCDC124	4140
CCDC125	210
CCDC126	69
CCDC127	881
CCDC13	4
CCDC130	332
CCDC132	185
CCDC134	59
CCDC135	1
CCDC136	39
CCDC137	3897
CCDC138	223
CCDC14	522
CCDC142	139
CCDC144A	109
CCDC144B	288
CCDC144C	23
CCDC146	31
CCDC147	5
CCDC148	46
CCDC149	44
CCDC15	66
CCDC150	173
CCDC151	18
CCDC152	1
CCDC153	28
CCDC154	1
CCDC157	11
CCDC159	89
CCDC163P	22
CCDC164	3
CCDC165	691
CCDC167	3133
CCDC168	7
CCDC169	3
CCDC17	5
CCDC18	448
CCDC19	29
CCDC22	697
CCDC23	485
CCDC24	329
CCDC25	4099
CCDC28A	356
CCDC28B	261
CCDC3	10
CCDC30	14
CCDC33	1
CCDC34	6288
CCDC37	2
CCDC38	3
CCDC40	27
CCDC41	340
CCDC42	1
CCDC42B	2
CCDC43	1222
CCDC47	2678
CCDC48	1
CCDC50	1104
CCDC51	1156
CCDC53	1227
CCDC56	8723
CCDC57	609
CCDC58	1347
CCDC59	2976
CCDC6	1698
CCDC61	132
CCDC62	9
CCDC63	2
CCDC64	21
CCDC64B	1
CCDC65	7
CCDC66	505
CCDC68	173
CCDC69	43
CCDC7	43
CCDC70	1
CCDC71	242
CCDC72	11765
CCDC73	2
CCDC74A	603
CCDC74B	126
CCDC75	418
CCDC76	377
CCDC77	424
CCDC78	47
CCDC79	3
CCDC80	808
CCDC81	4
CCDC82	481
CCDC84	366
CCDC85A	2
CCDC85B	13502
CCDC85C	459
CCDC86	2598
CCDC87	12
CCDC88A	1535
CCDC88B	789
CCDC88C	90
CCDC89	5
CCDC9	359
CCDC90A	1654
CCDC90B	1490
CCDC91	1275
CCDC92	265
CCDC93	430
CCDC94	949
CCDC96	45
CCDC97	582
CCDC99	1533
CCHCR1	407
CCIN	2
CCK	119
CCKBR	1
CCL11	1
CCL17	5
CCL2	1767
CCL20	127
CCL22	2
CCL26	129
CCL27	5
CCL28	1
CCL3	51
CCL3L1	1
CCL4	26
CCL5	20339
CCM2	1636
CCNA1	3
CCNA2	1616
CCNB1	9577
CCNB1IP1	958
CCNB2	4381
CCNB3	17
CCNC	1240
CCND1	14490
CCND2	1
CCND3	7134
CCNDBP1	708
CCNE1	852
CCNE2	119
CCNF	543
CCNG1	1940
CCNG2	36
CCNH	1497
CCNI	3815
CCNI2	1
CCNJ	103
CCNJL	485
CCNK	1113
CCNL1	1233
CCNL2	735
CCNO	273
CCNT1	106
CCNT2	450
CCNY	735
CCNYL1	435
CCP110	413
CCPG1	252
CCR10	47
CCR6	4
CCR7	21
CCRL1	1
CCRL2	1
CCRN4L	90
CCS	2019
CCT2	14173
CCT3	20350
CCT4	17645
CCT5	18871
CCT6A	17885
CCT6B	51
CCT6P1	89
CCT6P3	125
CCT7	24892
CCT8	10790
CCZ1	792
CD101	1
CD109	797
CD14	72
CD151	17389
CD160	2
CD163L1	6
CD164	1531
CD177	1
CD200R1	2
CD200R1L	1
CD207	1
CD22	7
CD226	9
CD247	9
CD274	34
CD276	411
CD2AP	1373
CD2BP2	2275
CD300C	1
CD302	8
CD320	5412
CD33	5
CD34	1
CD38	63
CD3EAP	4356
CD40	160
CD44	5570
CD46	1476
CD47	1439
CD55	577
CD58	478
CD59	10069
CD6	1
CD63	33173
CD68	1092
CD7	2
CD70	639
CD72	1
CD74	4
CD79A	28
CD79B	6
CD81	3913
CD82	50
CD83	154
CD8A	4
CD9	2475
CD96	1
CD97	552
CD99	8691
CD99L2	963
CD99P1	142
CDA	573
CDADC1	316
CDAN1	63
CDC123	5847
CDC14A	90
CDC14B	152
CDC16	1639
CDC20	6975
CDC23	473
CDC25A	225
CDC25B	4739
CDC25C	460
CDC26	1875
CDC27	2668
CDC34	1403
CDC37	8197
CDC37L1	1027
CDC40	988
CDC42	5330
CDC42BPA	1486
CDC42BPB	1668
CDC42BPG	1
CDC42EP1	1311
CDC42EP2	409
CDC42EP3	1079
CDC42EP4	901
CDC42EP5	5
CDC42SE1	780
CDC42SE2	832
CDC45	1133
CDC5L	1691
CDC6	2632
CDC7	181
CDC73	1361
CDCA2	1758
CDCA3	3276
CDCA4	1755
CDCA5	2207
CDCA7	658
CDCA7L	830
CDCA8	1472
CDCP1	139
CDH1	105
CDH10	4
CDH15	1
CDH16	1
CDH17	69
CDH19	4
CDH2	369
CDH20	1
CDH23	15
CDH24	76
CDH3	1
CDH4	88
CDH6	14
CDH7	4
CDH8	5
CDHR1	1
CDHR3	5
CDHR4	4
CDHR5	1
CDIPT	2147
CDK1	3370
CDK10	867
CDK11A	1038
CDK11B	522
CDK12	2447
CDK13	475
CDK14	2
CDK16	1578
CDK17	313
CDK18	13
CDK19	163
CDK2	376
CDK20	82
CDK2AP1	2053
CDK2AP2	3113
CDK4	7550
CDK5	1292
CDK5R1	52
CDK5R2	12
CDK5RAP1	879
CDK5RAP2	1923
CDK5RAP3	2559
CDK6	1238
CDK7	569
CDK8	35
CDK9	379
CDKAL1	197
CDKL1	9
CDKL2	79
CDKL3	81
CDKL4	2
CDKL5	107
CDKN1A	1478
CDKN1B	401
CDKN1C	10
CDKN2AIP	109
CDKN2AIPNL	1665
CDKN2C	767
CDKN2D	374
CDKN3	6740
CDNF	26
CDON	36
CDR2	506
CDR2L	717
CDRT1	33
CDS1	29
CDS2	780
CDT1	1942
CDV3	3084
CDX2	17
CDYL	658
CEACAM1	10
CEACAM16	2
CEACAM19	79
CEACAM22P	5
CEACAM5	3
CEACAM6	240
CEBPA	193
CEBPB	2676
CEBPD	1325
CEBPG	3183
CEBPZ	3876
CECR2	10
CECR5	1178
CECR5-AS1	5
CECR7	118
CEL	6
CELF1	1990
CELF2	1
CELF4	3
CELF5	17
CELF6	5
CELSR1	236
CELSR2	77
CELSR3	40
CEMP1	1
CEND1	95
CENPA	1625
CENPB	2226
CENPBD1	301
CENPC1	424
CENPE	1280
CENPF	8841
CENPH	1815
CENPI	211
CENPJ	661
CENPK	1939
CENPL	177
CENPM	4181
CENPN	3439
CENPO	617
CENPP	480
CENPQ	292
CENPT	820
CENPV	4917
CENPW	3749
CEP104	657
CEP112	380
CEP120	268
CEP128	334
CEP135	417
CEP152	418
CEP164	657
CEP170	797
CEP19	166
CEP192	279
CEP250	532
CEP290	1455
CEP350	1348
CEP44	339
CEP55	2087
CEP57	971
CEP57L1	218
CEP63	773
CEP68	329
CEP70	249
CEP72	242
CEP76	173
CEP78	484
CEP85	252
CEP89	815
CEP95	400
CEP97	142
CEPT1	90
CERCAM	449
CERK	355
CERKL	15
CERS1	41
CERS2	1029
CERS4	90
CERS5	360
CERS6	425
CES1	886
CES1P1	1
CES1P2	10
CES2	569
CES3	43
CES4A	14
CETN2	3714
CETN3	715
CETN4P	11
CETP	1
CFB	67
CFD	1820
CFDP1	1985
CFH	413
CFHR1	32
CFHR3	19
CFI	5
CFL1	76441
CFL1P1	6
CFL2	2866
CFLAR	2152
CFLAR-AS1	17
CFP	7
CG030	20
CGB2	1
CGB7	2
CGB8	1
CGGBP1	1942
CGN	46
CGNL1	84
CGREF1	225
CGRRF1	426
CH25H	71
CHAC1	154
CHAC2	844
CHADL	2
CHAF1A	1210
CHAF1B	517
CHCHD1	5063
CHCHD10	16186
CHCHD2	42410
CHCHD3	3385
CHCHD4	1602
CHCHD5	4872
CHCHD6	1377
CHCHD7	986
CHCHD8	8190
CHD1	2355
CHD1L	1004
CHD2	1777
CHD3	2067
CHD4	2593
CHD5	20
CHD6	859
CHD7	497
CHD8	1156
CHD9	2356
CHDH	107
CHEK1	1165
CHEK2	494
CHERP	475
CHFR	205
CHGA	32
CHGB	71
CHIC1	164
CHIC2	103
CHID1	1943
CHKA	602
CHKB	48
CHM	637
CHML	907
CHMP1A	2407
CHMP1B	887
CHMP2A	11373
CHMP2B	3782
CHMP3	143
CHMP4A	4414
CHMP4B	2355
CHMP4C	311
CHMP5	3339
CHMP6	1659
CHMP7	912
CHN1	478
CHN2	1
CHORDC1	3068
CHP	2329
CHPF	298
CHPF2	350
CHPT1	2366
CHRAC1	991
CHRD	1
CHRDL2	1
CHRFAM7A	5
CHRM3	1
CHRNA10	26
CHRNA3	8
CHRNA5	1214
CHRNA7	63
CHRNB1	164
CHRNB2	4
CHRNE	5
CHST1	2
CHST10	253
CHST11	306
CHST12	647
CHST13	55
CHST14	81
CHST15	168
CHST2	3
CHST3	251
CHST4	1
CHST5	8
CHST6	13
CHST7	192
CHST8	2
CHSY1	436
CHSY3	2
CHTF18	383
CHTF8	1437
CHTOP	2408
CHUK	435
CHURC1	5976
CIAO1	4291
CIAPIN1	3186
CIB1	14652
CIB2	571
CIB3	4
CIC	721
CIDEC	61
CIDECP	287
CILP	3
CILP2	4
CINP	4183
CIR1	1485
CIRBP	3563
CIRH1A	1534
CISD1	6868
CISD2	3576
CISD3	8997
CISH	19
CIT	551
CITED1	20
CITED2	494
CITED4	2133
CIZ1	1475
CKAP2	1342
CKAP2L	561
CKAP4	1642
CKAP5	1927
CKB	3706
CKLF	2377
CKMT1A	61
CKMT1B	46
CKS1B	20647
CKS2	15830
CLASP1	264
CLASP2	485
CLASRP	713
CLCC1	498
CLCF1	560
CLCN1	1
CLCN2	27
CLCN3	339
CLCN4	124
CLCN5	125
CLCN6	67
CLCN7	494
CLCNKA	1
CLCNKB	1
CLDN1	1015
CLDN10	1
CLDN11	7
CLDN12	226
CLDN15	67
CLDN16	1
CLDN2	252
CLDN23	93
CLDN3	393
CLDN4	31
CLDN7	10
CLDN9	9
CLDND1	388
CLDND2	47
CLEC11A	1370
CLEC16A	126
CLEC18B	1
CLEC2B	112
CLEC2D	127
CLEC2L	1
CLEC3B	7
CLEC4A	7
CLGN	312
CLIC1	20897
CLIC2	2
CLIC3	111
CLIC4	678
CLINT1	1930
CLIP1	2227
CLIP2	136
CLIP3	15
CLIP4	449
CLK1	437
CLK2	222
CLK2P	1
CLK3	704
CLK4	162
CLLU1OS	1
CLMN	360
CLMP	62
CLN3	1545
CLN5	359
CLN6	2763
CLN8	582
CLNS1A	3858
CLOCK	236
CLP1	410
CLPB	522
CLPP	3378
CLPTM1	3782
CLPTM1L	3655
CLPX	941
CLSPN	2253
CLSTN1	838
CLSTN3	87
CLTA	19645
CLTB	7979
CLTC	8105
CLTC-IT1	74
CLTCL1	115
CLU	19048
CLUAP1	681
CLVS1	154
CLYBL	47
CMAS	2557
CMBL	629
CMC1	1986
CMIP	2074
CMPK1	1731
CMPK2	118
CMTM1	2
CMTM2	5
CMTM3	2112
CMTM4	462
CMTM6	1865
CMTM7	1362
CMTM8	619
CMYA5	7
CN5H6.4	13
CNBP	6074
CNDP2	1566
CNFN	1054
CNGA1	5
CNGB1	15
CNIH	4451
CNIH2	19
CNIH3	4
CNIH4	5775
CNKSR1	2
CNKSR2	293
CNKSR3	174
CNN1	14
CNN2	1362
CNN3	1262
CNNM1	340
CNNM2	87
CNNM3	217
CNNM4	69
CNO	954
CNOT1	2109
CNOT10	691
CNOT2	1487
CNOT3	897
CNOT4	884
CNOT6	705
CNOT6L	238
CNOT7	2498
CNOT8	507
CNP	1852
CNPPD1	666
CNPY2	8615
CNPY3	2047
CNPY4	166
CNR1	2
CNRIP1	90
CNST	297
CNTD1	1
CNTD2	1
CNTFR	1
CNTLN	919
CNTN1	269
CNTNAP1	30
CNTNAP2	1
CNTNAP3	133
CNTNAP3B	298
CNTRL	376
CNTROB	375
COA5	1311
COASY	3962
COBL	187
COBLL1	96
NELFB	1788
COCH	513
COG1	369
COG2	601
COG3	181
COG4	1235
COG5	212
COG6	96
COG7	267
COG8	204
COIL	1472
COL10A1	2
COL11A1	101
COL11A2	4
COL12A1	39
COL13A1	2
COL16A1	127
COL17A1	8
COL18A1	1406
COL1A1	79
COL20A1	6
COL21A1	58
COL22A1	1
COL24A1	1
COL27A1	10
COL3A1	2
COL4A1	138
COL4A2	277
COL4A3	16
COL4A3BP	664
COL4A4	46
COL4A5	143
COL4A6	99
COL5A1	157
COL5A2	1019
COL6A1	128
COL6A2	91
COL6A3	1
COL6A4P1	2
COL7A1	1187
COL8A1	1
COL9A3	4
COLEC11	23
COLQ	2
COMMD1	3640
COMMD10	1143
COMMD2	909
COMMD3	2819
COMMD4	9268
COMMD5	1914
COMMD6	6814
COMMD7	2615
COMMD8	1086
COMMD9	1933
COMT	2669
COMTD1	2813
COPA	1278
COPB1	2335
COPB2	1557
COPE	8775
COPG	457
COPG2	142
COPS2	1444
COPS3	6180
COPS4	1185
COPS5	3133
COPS6	9488
COPS7A	1062
COPS7B	485
COPS8	3503
COPZ1	7998
COPZ2	403
COQ10A	400
COQ10B	658
COQ2	767
COQ3	700
COQ4	1577
COQ5	1953
COQ6	571
COQ7	438
COQ9	2425
CORO1A	112
CORO1B	1833
CORO1C	2396
CORO2A	22
CORO2B	12
CORO6	67
CORO7	100
CORT	11
COTL1	21890
COX10	465
COX11	2260
COX15	1327
COX16	450
COX17	8078
COX18	153
COX19	1228
COX4I1	52723
COX4NB	3691
COX5A	26706
COX5B	21216
COX6A1	32223
COX6B1	60511
COX6B2	8
COX6C	22445
COX7A2	21919
COX7A2L	7503
COX7B	26757
COX7C	39518
COX8A	19808
COX8C	1
CP	61
CPA1	1
CPA4	43
CPA5	1
CPA6	1
CPB2	1
CPD	1034
CPE	25
CPEB1	72
CPEB2	256
CPEB3	15
CPEB4	537
CPLX1	25
CPLX2	7354
CPM	140
CPN1	42
CPNE1	4598
CPNE2	455
CPNE3	3120
CPNE4	59
CPNE5	1
CPNE7	471
CPNE8	820
CPNE9	1
CPO	2
CPOX	266
CPPED1	1045
CPS1	221
CPS1-IT1	2
CPSF1	943
CPSF2	1875
CPSF3	2151
CPSF3L	1941
CPSF4	736
CPSF6	1833
CPSF7	554
CPT1A	319
CPT1B	31
CPT1C	528
CPT2	234
CPVL	4
CR1L	1
CRABP1	20
CRABP2	119
CRADD	189
CRAMP1L	137
CRAT	478
CRB3	114
CRBN	425
CRCP	892
CRCT1	6
CREB1	774
CREB3	2382
CREB3L1	10
CREB3L2	305
CREB3L3	3
CREB3L4	266
CREB5	19
CREBBP	766
CREBL2	595
CREBZF	775
CREG1	1371
CREG2	33
CRELD1	250
CRELD2	1375
CREM	1870
CRH	6
CRIM1	1916
CRIP1	46604
CRIP2	1405
CRIP3	25
CRIPAK	70
CRIPT	2512
CRISPLD1	8
CRISPLD2	11
CRK	1734
CRKL	383
CRLF1	13
CRLF3	253
CRLS1	2049
CRMP1	20
CRNDE	2158
CRNKL1	995
CROCC	109
CROCCP2	194
CROCCP3	20
CROT	368
CRTAC1	6
CRTAM	4
CRTAP	2175
CRTC1	210
CRTC2	104
CRTC3	371
CRY1	343
CRY2	66
CRYAB	21
CRYBA1	1
CRYBB2	6
CRYBB2P1	180
CRYBB3	2
CRYBG3	403
CRYGC	1
CRYGS	16
CRYL1	235
CRYM	135
CRYM-AS1	17
CRYZ	1226
CRYZL1	328
CS	1824
CSAD	165
CSAG1	49
CSDA	5172
CSDAP1	7
CSDC2	11
CSDE1	4865
CSE1L	4829
CSF1	19
CSF1R	1
CSF2RA	98
CSF3	1
CSGALNACT1	1522
CSGALNACT2	244
CSH1	1
CSK	876
CSNK1A1	2690
CSNK1A1P1	2
CSNK1D	1975
CSNK1E	594
CSNK1G1	751
CSNK1G2	711
CSNK1G3	932
CSNK2A1	2073
CSNK2A1P	20
CSNK2A2	222
CSNK2B	5673
CSPG5	27
CSPP1	617
CSRNP1	405
CSRNP2	165
CSRNP3	2
CSRP1	6873
CSRP2	1006
CSRP2BP	267
CST1	49
CST2	14
CST3	21553
CST4	4
CSTA	41
CSTB	12030
CSTF1	937
CSTF2	877
CSTF2T	346
CSTF3	1939
CT62	29
CTAGE1	1
CTAGE10P	1
CTAGE11P	1
CTAGE5	832
CTBP1	886
CTBP2	2503
CTBS	240
CTC1	193
CTCF	1512
CTCFL	2
CTDNEP1	4571
CTDP1	273
CTDSP1	780
CTDSP2	581
